datetime,flood_severity,affected_regions
14/12/1984,No flood,
15/12/1984,No flood,
16/12/1984,No flood,
17/12/1984,No flood,
18/12/1984,No flood,
19/12/1984,No flood,
20/12/1984,No flood,
21/12/1984,No flood,
22/12/1984,No flood,
23/12/1984,No flood,
24/12/1984,No flood,
25/12/1984,No flood,
26/12/1984,No flood,
27/12/1984,No flood,
28/12/1984,No flood,
29/12/1984,No flood,
30/12/1984,No flood,
31/12/1984,No flood,
01/01/1985,No flood,
02/01/1985,No flood,
03/01/1985,No flood,
04/01/1985,No flood,
05/01/1985,No flood,
06/01/1985,No flood,
07/01/1985,No flood,
08/01/1985,No flood,
09/01/1985,No flood,
10/01/1985,No flood,
11/01/1985,No flood,
12/01/1985,No flood,
13/01/1985,No flood,
14/01/1985,No flood,
15/01/1985,No flood,
16/01/1985,No flood,
17/01/1985,No flood,
18/01/1985,No flood,
19/01/1985,No flood,
20/01/1985,No flood,
21/01/1985,No flood,
22/01/1985,No flood,
23/01/1985,No flood,
24/01/1985,No flood,
25/01/1985,No flood,
26/01/1985,No flood,
27/01/1985,No flood,
28/01/1985,No flood,
29/01/1985,No flood,
30/01/1985,No flood,
31/01/1985,No flood,
01/02/1985,No flood,
02/02/1985,No flood,
03/02/1985,No flood,
04/02/1985,No flood,
05/02/1985,No flood,
06/02/1985,No flood,
07/02/1985,No flood,
08/02/1985,No flood,
09/02/1985,No flood,
10/02/1985,No flood,
11/02/1985,No flood,
12/02/1985,No flood,
13/02/1985,No flood,
14/02/1985,No flood,
15/02/1985,No flood,
16/02/1985,No flood,
17/02/1985,No flood,
18/02/1985,No flood,
19/02/1985,No flood,
20/02/1985,No flood,
21/02/1985,No flood,
22/02/1985,No flood,
23/02/1985,No flood,
24/02/1985,No flood,
25/02/1985,No flood,
26/02/1985,No flood,
27/02/1985,No flood,
28/02/1985,No flood,
01/03/1985,No flood,
02/03/1985,No flood,
03/03/1985,No flood,
04/03/1985,No flood,
05/03/1985,No flood,
06/03/1985,No flood,
07/03/1985,No flood,
08/03/1985,No flood,
09/03/1985,No flood,
10/03/1985,No flood,
11/03/1985,No flood,
12/03/1985,No flood,
13/03/1985,No flood,
14/03/1985,No flood,
15/03/1985,No flood,
16/03/1985,No flood,
17/03/1985,No flood,
18/03/1985,No flood,
19/03/1985,No flood,
20/03/1985,No flood,
21/03/1985,No flood,
22/03/1985,No flood,
23/03/1985,No flood,
24/03/1985,No flood,
25/03/1985,No flood,
26/03/1985,No flood,
27/03/1985,No flood,
28/03/1985,No flood,
29/03/1985,No flood,
30/03/1985,No flood,
31/03/1985,No flood,
01/04/1985,No flood,
02/04/1985,No flood,
03/04/1985,No flood,
04/04/1985,No flood,
05/04/1985,No flood,
06/04/1985,No flood,
07/04/1985,No flood,
08/04/1985,No flood,
09/04/1985,No flood,
10/04/1985,No flood,
11/04/1985,No flood,
12/04/1985,No flood,
13/04/1985,No flood,
14/04/1985,No flood,
15/04/1985,No flood,
16/04/1985,No flood,
17/04/1985,No flood,
18/04/1985,No flood,
19/04/1985,No flood,
20/04/1985,No flood,
21/04/1985,No flood,
22/04/1985,No flood,
23/04/1985,No flood,
24/04/1985,No flood,
25/04/1985,No flood,
26/04/1985,No flood,
27/04/1985,No flood,
28/04/1985,No flood,
29/04/1985,No flood,
30/04/1985,No flood,
01/05/1985,No flood,
02/05/1985,No flood,
03/05/1985,No flood,
04/05/1985,No flood,
05/05/1985,No flood,
06/05/1985,No flood,
07/05/1985,No flood,
08/05/1985,No flood,
09/05/1985,No flood,
10/05/1985,No flood,
11/05/1985,No flood,
12/05/1985,No flood,
13/05/1985,No flood,
14/05/1985,No flood,
15/05/1985,No flood,
16/05/1985,No flood,
17/05/1985,No flood,
18/05/1985,No flood,
19/05/1985,No flood,
20/05/1985,No flood,
21/05/1985,No flood,
22/05/1985,No flood,
23/05/1985,No flood,
24/05/1985,No flood,
25/05/1985,No flood,
26/05/1985,No flood,
27/05/1985,No flood,
28/05/1985,No flood,
29/05/1985,No flood,
30/05/1985,No flood,
31/05/1985,No flood,
01/06/1985,No flood,
02/06/1985,No flood,
03/06/1985,No flood,
04/06/1985,No flood,
05/06/1985,No flood,
06/06/1985,No flood,
07/06/1985,No flood,
08/06/1985,No flood,
09/06/1985,No flood,
10/06/1985,No flood,
11/06/1985,No flood,
12/06/1985,No flood,
13/06/1985,No flood,
14/06/1985,No flood,
15/06/1985,No flood,
16/06/1985,No flood,
17/06/1985,No flood,
18/06/1985,No flood,
19/06/1985,No flood,
20/06/1985,No flood,
21/06/1985,No flood,
22/06/1985,No flood,
23/06/1985,No flood,
24/06/1985,No flood,
25/06/1985,No flood,
26/06/1985,No flood,
27/06/1985,No flood,
28/06/1985,No flood,
29/06/1985,No flood,
30/06/1985,No flood,
01/07/1985,Severe,"Benue, Delta"
02/07/1985,Severe,"Benue, Delta"
03/07/1985,Severe,"Benue, Delta"
04/07/1985,Severe,"Benue, Delta"
05/07/1985,Severe,"Benue, Delta"
06/07/1985,Severe,"Benue, Delta"
07/07/1985,Severe,"Benue, Delta"
08/07/1985,Severe,"Benue, Delta"
09/07/1985,Severe,"Benue, Delta"
10/07/1985,Severe,"Benue, Delta"
11/07/1985,Severe,"Benue, Delta"
12/07/1985,Severe,"Benue, Delta"
13/07/1985,Severe,"Benue, Delta"
14/07/1985,Severe,"Benue, Delta"
15/07/1985,Severe,"Benue, Delta"
16/07/1985,Severe,"Benue, Delta"
17/07/1985,Severe,"Benue, Delta"
18/07/1985,Severe,"Benue, Delta"
19/07/1985,Severe,"Benue, Delta"
20/07/1985,Severe,"Benue, Delta"
21/07/1985,Severe,"Benue, Delta"
22/07/1985,Severe,"Benue, Delta"
23/07/1985,Severe,"Benue, Delta"
24/07/1985,Severe,"Benue, Delta"
25/07/1985,Severe,"Benue, Delta"
26/07/1985,Severe,"Benue, Delta"
27/07/1985,Severe,"Benue, Delta"
28/07/1985,Severe,"Benue, Delta"
29/07/1985,Severe,"Benue, Delta"
30/07/1985,Severe,"Benue, Delta"
31/07/1985,Severe,"Benue, Delta"
01/08/1985,No flood,
02/08/1985,No flood,
03/08/1985,No flood,
04/08/1985,No flood,
05/08/1985,No flood,
06/08/1985,No flood,
07/08/1985,No flood,
08/08/1985,No flood,
09/08/1985,No flood,
10/08/1985,No flood,
11/08/1985,No flood,
12/08/1985,No flood,
13/08/1985,No flood,
14/08/1985,No flood,
15/08/1985,No flood,
16/08/1985,No flood,
17/08/1985,No flood,
18/08/1985,No flood,
19/08/1985,No flood,
20/08/1985,No flood,
21/08/1985,No flood,
22/08/1985,No flood,
23/08/1985,No flood,
24/08/1985,No flood,
25/08/1985,No flood,
26/08/1985,No flood,
27/08/1985,No flood,
28/08/1985,No flood,
29/08/1985,No flood,
30/08/1985,No flood,
31/08/1985,No flood,
01/09/1985,No flood,
02/09/1985,No flood,
03/09/1985,No flood,
04/09/1985,No flood,
05/09/1985,No flood,
06/09/1985,No flood,
07/09/1985,No flood,
08/09/1985,No flood,
09/09/1985,No flood,
10/09/1985,No flood,
11/09/1985,No flood,
12/09/1985,No flood,
13/09/1985,No flood,
14/09/1985,No flood,
15/09/1985,No flood,
16/09/1985,No flood,
17/09/1985,No flood,
18/09/1985,No flood,
19/09/1985,No flood,
20/09/1985,No flood,
21/09/1985,No flood,
22/09/1985,No flood,
23/09/1985,No flood,
24/09/1985,No flood,
25/09/1985,No flood,
26/09/1985,No flood,
27/09/1985,No flood,
28/09/1985,No flood,
29/09/1985,No flood,
30/09/1985,No flood,
01/10/1985,No flood,
02/10/1985,No flood,
03/10/1985,No flood,
04/10/1985,No flood,
05/10/1985,No flood,
06/10/1985,No flood,
07/10/1985,No flood,
08/10/1985,No flood,
09/10/1985,No flood,
10/10/1985,No flood,
11/10/1985,No flood,
12/10/1985,No flood,
13/10/1985,No flood,
14/10/1985,No flood,
15/10/1985,No flood,
16/10/1985,No flood,
17/10/1985,No flood,
18/10/1985,No flood,
19/10/1985,No flood,
20/10/1985,No flood,
21/10/1985,No flood,
22/10/1985,No flood,
23/10/1985,No flood,
24/10/1985,No flood,
25/10/1985,No flood,
26/10/1985,No flood,
27/10/1985,No flood,
28/10/1985,No flood,
29/10/1985,No flood,
30/10/1985,No flood,
31/10/1985,No flood,
01/11/1985,No flood,
02/11/1985,No flood,
03/11/1985,No flood,
04/11/1985,No flood,
05/11/1985,No flood,
06/11/1985,No flood,
07/11/1985,No flood,
08/11/1985,No flood,
09/11/1985,No flood,
10/11/1985,No flood,
11/11/1985,No flood,
12/11/1985,No flood,
13/11/1985,No flood,
14/11/1985,No flood,
15/11/1985,No flood,
16/11/1985,No flood,
17/11/1985,No flood,
18/11/1985,No flood,
19/11/1985,No flood,
20/11/1985,No flood,
21/11/1985,No flood,
22/11/1985,No flood,
23/11/1985,No flood,
24/11/1985,No flood,
25/11/1985,No flood,
26/11/1985,No flood,
27/11/1985,No flood,
28/11/1985,No flood,
29/11/1985,No flood,
30/11/1985,No flood,
01/12/1985,No flood,
02/12/1985,No flood,
03/12/1985,No flood,
04/12/1985,No flood,
05/12/1985,No flood,
06/12/1985,No flood,
07/12/1985,No flood,
08/12/1985,No flood,
09/12/1985,No flood,
10/12/1985,No flood,
11/12/1985,No flood,
12/12/1985,No flood,
13/12/1985,No flood,
14/12/1985,No flood,
15/12/1985,No flood,
16/12/1985,No flood,
17/12/1985,No flood,
18/12/1985,No flood,
19/12/1985,No flood,
20/12/1985,No flood,
21/12/1985,No flood,
22/12/1985,No flood,
23/12/1985,No flood,
24/12/1985,No flood,
25/12/1985,No flood,
26/12/1985,No flood,
27/12/1985,No flood,
28/12/1985,No flood,
29/12/1985,No flood,
30/12/1985,No flood,
31/12/1985,No flood,
01/01/1986,No flood,
02/01/1986,No flood,
03/01/1986,No flood,
04/01/1986,No flood,
05/01/1986,No flood,
06/01/1986,No flood,
07/01/1986,No flood,
08/01/1986,No flood,
09/01/1986,No flood,
10/01/1986,No flood,
11/01/1986,No flood,
12/01/1986,No flood,
13/01/1986,No flood,
14/01/1986,No flood,
15/01/1986,No flood,
16/01/1986,No flood,
17/01/1986,No flood,
18/01/1986,No flood,
19/01/1986,No flood,
20/01/1986,No flood,
21/01/1986,No flood,
22/01/1986,No flood,
23/01/1986,No flood,
24/01/1986,No flood,
25/01/1986,No flood,
26/01/1986,No flood,
27/01/1986,No flood,
28/01/1986,No flood,
29/01/1986,No flood,
30/01/1986,No flood,
31/01/1986,No flood,
01/02/1986,No flood,
02/02/1986,No flood,
03/02/1986,No flood,
04/02/1986,No flood,
05/02/1986,No flood,
06/02/1986,No flood,
07/02/1986,No flood,
08/02/1986,No flood,
09/02/1986,No flood,
10/02/1986,No flood,
11/02/1986,No flood,
12/02/1986,No flood,
13/02/1986,No flood,
14/02/1986,No flood,
15/02/1986,No flood,
16/02/1986,No flood,
17/02/1986,No flood,
18/02/1986,No flood,
19/02/1986,No flood,
20/02/1986,No flood,
21/02/1986,No flood,
22/02/1986,No flood,
23/02/1986,No flood,
24/02/1986,No flood,
25/02/1986,No flood,
26/02/1986,No flood,
27/02/1986,No flood,
28/02/1986,No flood,
01/03/1986,No flood,
02/03/1986,No flood,
03/03/1986,No flood,
04/03/1986,No flood,
05/03/1986,No flood,
06/03/1986,No flood,
07/03/1986,No flood,
08/03/1986,No flood,
09/03/1986,No flood,
10/03/1986,No flood,
11/03/1986,No flood,
12/03/1986,No flood,
13/03/1986,No flood,
14/03/1986,No flood,
15/03/1986,No flood,
16/03/1986,No flood,
17/03/1986,No flood,
18/03/1986,No flood,
19/03/1986,No flood,
20/03/1986,No flood,
21/03/1986,No flood,
22/03/1986,No flood,
23/03/1986,No flood,
24/03/1986,No flood,
25/03/1986,No flood,
26/03/1986,No flood,
27/03/1986,No flood,
28/03/1986,No flood,
29/03/1986,No flood,
30/03/1986,No flood,
31/03/1986,No flood,
01/04/1986,No flood,
02/04/1986,No flood,
03/04/1986,No flood,
04/04/1986,No flood,
05/04/1986,No flood,
06/04/1986,No flood,
07/04/1986,No flood,
08/04/1986,No flood,
09/04/1986,No flood,
10/04/1986,No flood,
11/04/1986,No flood,
12/04/1986,No flood,
13/04/1986,No flood,
14/04/1986,No flood,
15/04/1986,No flood,
16/04/1986,No flood,
17/04/1986,No flood,
18/04/1986,No flood,
19/04/1986,No flood,
20/04/1986,No flood,
21/04/1986,No flood,
22/04/1986,No flood,
23/04/1986,No flood,
24/04/1986,No flood,
25/04/1986,No flood,
26/04/1986,No flood,
27/04/1986,No flood,
28/04/1986,No flood,
29/04/1986,No flood,
30/04/1986,No flood,
01/05/1986,No flood,
02/05/1986,No flood,
03/05/1986,No flood,
04/05/1986,No flood,
05/05/1986,No flood,
06/05/1986,No flood,
07/05/1986,No flood,
08/05/1986,No flood,
09/05/1986,No flood,
10/05/1986,No flood,
11/05/1986,No flood,
12/05/1986,No flood,
13/05/1986,No flood,
14/05/1986,No flood,
15/05/1986,No flood,
16/05/1986,No flood,
17/05/1986,No flood,
18/05/1986,No flood,
19/05/1986,No flood,
20/05/1986,No flood,
21/05/1986,No flood,
22/05/1986,No flood,
23/05/1986,No flood,
24/05/1986,No flood,
25/05/1986,No flood,
26/05/1986,No flood,
27/05/1986,No flood,
28/05/1986,No flood,
29/05/1986,No flood,
30/05/1986,No flood,
31/05/1986,No flood,
01/06/1986,No flood,
02/06/1986,No flood,
03/06/1986,No flood,
04/06/1986,No flood,
05/06/1986,No flood,
06/06/1986,No flood,
07/06/1986,No flood,
08/06/1986,No flood,
09/06/1986,No flood,
10/06/1986,No flood,
11/06/1986,No flood,
12/06/1986,No flood,
13/06/1986,No flood,
14/06/1986,No flood,
15/06/1986,No flood,
16/06/1986,No flood,
17/06/1986,No flood,
18/06/1986,No flood,
19/06/1986,No flood,
20/06/1986,No flood,
21/06/1986,No flood,
22/06/1986,No flood,
23/06/1986,No flood,
24/06/1986,No flood,
25/06/1986,No flood,
26/06/1986,No flood,
27/06/1986,No flood,
28/06/1986,No flood,
29/06/1986,No flood,
30/06/1986,No flood,
01/07/1986,No flood,
02/07/1986,No flood,
03/07/1986,No flood,
04/07/1986,No flood,
05/07/1986,No flood,
06/07/1986,No flood,
07/07/1986,No flood,
08/07/1986,No flood,
09/07/1986,No flood,
10/07/1986,No flood,
11/07/1986,No flood,
12/07/1986,No flood,
13/07/1986,No flood,
14/07/1986,No flood,
15/07/1986,No flood,
16/07/1986,No flood,
17/07/1986,No flood,
18/07/1986,No flood,
19/07/1986,No flood,
20/07/1986,No flood,
21/07/1986,No flood,
22/07/1986,No flood,
23/07/1986,No flood,
24/07/1986,No flood,
25/07/1986,No flood,
26/07/1986,No flood,
27/07/1986,No flood,
28/07/1986,No flood,
29/07/1986,No flood,
30/07/1986,No flood,
31/07/1986,No flood,
01/08/1986,No flood,
02/08/1986,No flood,
03/08/1986,No flood,
04/08/1986,No flood,
05/08/1986,No flood,
06/08/1986,No flood,
07/08/1986,No flood,
08/08/1986,No flood,
09/08/1986,No flood,
10/08/1986,No flood,
11/08/1986,No flood,
12/08/1986,No flood,
13/08/1986,No flood,
14/08/1986,No flood,
15/08/1986,No flood,
16/08/1986,No flood,
17/08/1986,No flood,
18/08/1986,No flood,
19/08/1986,No flood,
20/08/1986,No flood,
21/08/1986,No flood,
22/08/1986,No flood,
23/08/1986,No flood,
24/08/1986,No flood,
25/08/1986,No flood,
26/08/1986,No flood,
27/08/1986,No flood,
28/08/1986,No flood,
29/08/1986,No flood,
30/08/1986,No flood,
31/08/1986,No flood,
01/09/1986,No flood,
02/09/1986,No flood,
03/09/1986,No flood,
04/09/1986,No flood,
05/09/1986,No flood,
06/09/1986,No flood,
07/09/1986,No flood,
08/09/1986,No flood,
09/09/1986,No flood,
10/09/1986,No flood,
11/09/1986,No flood,
12/09/1986,No flood,
13/09/1986,No flood,
14/09/1986,No flood,
15/09/1986,No flood,
16/09/1986,No flood,
17/09/1986,No flood,
18/09/1986,No flood,
19/09/1986,No flood,
20/09/1986,No flood,
21/09/1986,No flood,
22/09/1986,No flood,
23/09/1986,No flood,
24/09/1986,No flood,
25/09/1986,No flood,
26/09/1986,No flood,
27/09/1986,No flood,
28/09/1986,No flood,
29/09/1986,No flood,
30/09/1986,No flood,
01/10/1986,Severe,"Benue, Kogi"
02/10/1986,Severe,"Benue, Kogi"
03/10/1986,Severe,"Benue, Kogi"
04/10/1986,Severe,"Benue, Kogi"
05/10/1986,Severe,"Benue, Kogi"
06/10/1986,Severe,"Benue, Kogi"
07/10/1986,Severe,"Benue, Kogi"
08/10/1986,Severe,"Benue, Kogi"
09/10/1986,Severe,"Benue, Kogi"
10/10/1986,Severe,"Benue, Kogi"
11/10/1986,Severe,"Benue, Kogi"
12/10/1986,Severe,"Benue, Kogi"
13/10/1986,Severe,"Benue, Kogi"
14/10/1986,Severe,"Benue, Kogi"
15/10/1986,Severe,"Benue, Kogi"
16/10/1986,Severe,"Benue, Kogi"
17/10/1986,Severe,"Benue, Kogi"
18/10/1986,Severe,"Benue, Kogi"
19/10/1986,Severe,"Benue, Kogi"
20/10/1986,Severe,"Benue, Kogi"
21/10/1986,Severe,"Benue, Kogi"
22/10/1986,Severe,"Benue, Kogi"
23/10/1986,Severe,"Benue, Kogi"
24/10/1986,Severe,"Benue, Kogi"
25/10/1986,Severe,"Benue, Kogi"
26/10/1986,Severe,"Benue, Kogi"
27/10/1986,Severe,"Benue, Kogi"
28/10/1986,Severe,"Benue, Kogi"
29/10/1986,Severe,"Benue, Kogi"
30/10/1986,Severe,"Benue, Kogi"
31/10/1986,Severe,"Benue, Kogi"
01/11/1986,No flood,
02/11/1986,No flood,
03/11/1986,No flood,
04/11/1986,No flood,
05/11/1986,No flood,
06/11/1986,No flood,
07/11/1986,No flood,
08/11/1986,No flood,
09/11/1986,No flood,
10/11/1986,No flood,
11/11/1986,No flood,
12/11/1986,No flood,
13/11/1986,No flood,
14/11/1986,No flood,
15/11/1986,No flood,
16/11/1986,No flood,
17/11/1986,No flood,
18/11/1986,No flood,
19/11/1986,No flood,
20/11/1986,No flood,
21/11/1986,No flood,
22/11/1986,No flood,
23/11/1986,No flood,
24/11/1986,No flood,
25/11/1986,No flood,
26/11/1986,No flood,
27/11/1986,No flood,
28/11/1986,No flood,
29/11/1986,No flood,
30/11/1986,No flood,
01/12/1986,No flood,
02/12/1986,No flood,
03/12/1986,No flood,
04/12/1986,No flood,
05/12/1986,No flood,
06/12/1986,No flood,
07/12/1986,No flood,
08/12/1986,No flood,
09/12/1986,No flood,
10/12/1986,No flood,
11/12/1986,No flood,
12/12/1986,No flood,
13/12/1986,No flood,
14/12/1986,No flood,
15/12/1986,No flood,
16/12/1986,No flood,
17/12/1986,No flood,
18/12/1986,No flood,
19/12/1986,No flood,
20/12/1986,No flood,
21/12/1986,No flood,
22/12/1986,No flood,
23/12/1986,No flood,
24/12/1986,No flood,
25/12/1986,No flood,
26/12/1986,No flood,
27/12/1986,No flood,
28/12/1986,No flood,
29/12/1986,No flood,
30/12/1986,No flood,
31/12/1986,No flood,
01/01/1987,No flood,
02/01/1987,No flood,
03/01/1987,No flood,
04/01/1987,No flood,
05/01/1987,No flood,
06/01/1987,No flood,
07/01/1987,No flood,
08/01/1987,No flood,
09/01/1987,No flood,
10/01/1987,No flood,
11/01/1987,No flood,
12/01/1987,No flood,
13/01/1987,No flood,
14/01/1987,No flood,
15/01/1987,No flood,
16/01/1987,No flood,
17/01/1987,No flood,
18/01/1987,No flood,
19/01/1987,No flood,
20/01/1987,No flood,
21/01/1987,No flood,
22/01/1987,No flood,
23/01/1987,No flood,
24/01/1987,No flood,
25/01/1987,No flood,
26/01/1987,No flood,
27/01/1987,No flood,
28/01/1987,No flood,
29/01/1987,No flood,
30/01/1987,No flood,
31/01/1987,No flood,
01/02/1987,No flood,
02/02/1987,No flood,
03/02/1987,No flood,
04/02/1987,No flood,
05/02/1987,No flood,
06/02/1987,No flood,
07/02/1987,No flood,
08/02/1987,No flood,
09/02/1987,No flood,
10/02/1987,No flood,
11/02/1987,No flood,
12/02/1987,No flood,
13/02/1987,No flood,
14/02/1987,No flood,
15/02/1987,No flood,
16/02/1987,No flood,
17/02/1987,No flood,
18/02/1987,No flood,
19/02/1987,No flood,
20/02/1987,No flood,
21/02/1987,No flood,
22/02/1987,No flood,
23/02/1987,No flood,
24/02/1987,No flood,
25/02/1987,No flood,
26/02/1987,No flood,
27/02/1987,No flood,
28/02/1987,No flood,
01/03/1987,No flood,
02/03/1987,No flood,
03/03/1987,No flood,
04/03/1987,No flood,
05/03/1987,No flood,
06/03/1987,No flood,
07/03/1987,No flood,
08/03/1987,No flood,
09/03/1987,No flood,
10/03/1987,No flood,
11/03/1987,No flood,
12/03/1987,No flood,
13/03/1987,No flood,
14/03/1987,No flood,
15/03/1987,No flood,
16/03/1987,No flood,
17/03/1987,No flood,
18/03/1987,No flood,
19/03/1987,No flood,
20/03/1987,No flood,
21/03/1987,No flood,
22/03/1987,No flood,
23/03/1987,No flood,
24/03/1987,No flood,
25/03/1987,No flood,
26/03/1987,No flood,
27/03/1987,No flood,
28/03/1987,No flood,
29/03/1987,No flood,
30/03/1987,No flood,
31/03/1987,No flood,
01/04/1987,No flood,
02/04/1987,No flood,
03/04/1987,No flood,
04/04/1987,No flood,
05/04/1987,No flood,
06/04/1987,No flood,
07/04/1987,No flood,
08/04/1987,No flood,
09/04/1987,No flood,
10/04/1987,No flood,
11/04/1987,No flood,
12/04/1987,No flood,
13/04/1987,No flood,
14/04/1987,No flood,
15/04/1987,No flood,
16/04/1987,No flood,
17/04/1987,No flood,
18/04/1987,No flood,
19/04/1987,No flood,
20/04/1987,No flood,
21/04/1987,No flood,
22/04/1987,No flood,
23/04/1987,No flood,
24/04/1987,No flood,
25/04/1987,No flood,
26/04/1987,No flood,
27/04/1987,No flood,
28/04/1987,No flood,
29/04/1987,No flood,
30/04/1987,No flood,
01/05/1987,No flood,
02/05/1987,No flood,
03/05/1987,No flood,
04/05/1987,No flood,
05/05/1987,No flood,
06/05/1987,No flood,
07/05/1987,No flood,
08/05/1987,No flood,
09/05/1987,No flood,
